date,USARECM,USARECDM,USARECDP,RECPROUSM156N,recess1,recess2,recess3,recess4,recess5,Adj Close,Value,T10Y2Y,BAMLCC1A013YTRIV,stock returns,bond returns
1990-02-28,1.0,1.0,1.0,0.1,20.0,20.0,20.0,20.0,10.0,331.8900146484375,3.4,0.06,410.17,0.008539042758088833,0.005959680188355341
1990-03-30,1.0,1.0,1.0,0.14,20.0,20.0,10.0,10.0,12.5,339.94000244140625,3.4,-0.14,412.42,0.024254986404143232,0.005485530389838359
1990-04-30,1.0,1.0,1.0,0.68,20.0,20.0,10.0,10.0,12.5,330.79998779296875,3.38,0.01,413.71,-0.026887140621271597,0.0031278793462973754
1990-05-31,1.0,1.0,1.0,0.8,20.0,20.0,10.0,10.0,12.5,361.2300109863281,3.3,0.04,418.59,0.0919891907988945,0.011795702303545952
1990-06-29,1.0,1.0,1.0,2.16,10.0,15.0,20.0,20.0,15.0,358.0199890136719,3.3,0.1,422.87,-0.008886365681221716,0.010224802312525453
1990-07-31,1.0,1.0,1.0,8.14,10.0,15.0,20.0,20.0,15.0,356.1499938964844,3.26,0.17,428.2,-0.005223158411739099,0.01260434648946481
1990-08-31,1.0,1.0,1.0,15.66,10.0,15.0,20.0,20.0,15.0,322.55999755859375,3.56,0.44,429.6,-0.09431418479162916,0.0032695002335358108
1990-09-28,1.0,1.0,1.0,35.82,25.0,40.0,40.0,25.0,25.0,306.04998779296875,3.56,0.73,432.01,-0.05118430645643194,0.005609869646182421
1990-10-31,1.0,1.0,1.0,61.0,25.0,40.0,40.0,25.0,25.0,304.0,3.88,0.77,434.98,-0.006698212301042433,0.0068748408601653375
1990-11-30,1.0,1.0,1.0,65.96,25.0,40.0,40.0,25.0,25.0,322.2200012207031,3.81,0.69,438.69,0.059934214541786594,0.008529127775989654
1990-12-31,1.0,1.0,1.0,64.22,80.0,75.0,60.0,40.0,20.0,330.2200012207031,3.68,0.67,443.68,0.02482775733875203,0.011374774897991768
1991-01-31,1.0,1.0,1.0,62.06,80.0,75.0,60.0,40.0,20.0,343.92999267578125,3.72,0.85,447.21,0.041517749998174786,0.00795618463757657
1991-02-28,1.0,1.0,1.0,55.52,80.0,75.0,60.0,40.0,20.0,367.07000732421875,3.34,0.92,450.28,0.06728117681278038,0.006864783882292421
1991-03-28,1.0,1.0,1.0,36.08,90.0,60.0,32.5,20.0,10.0,375.2200012207031,3.34,0.94,455.43,0.022202832522042044,0.011437327884871711
1991-04-30,1.0,1.0,1.0,5.5,90.0,60.0,32.5,20.0,10.0,375.3399963378906,3.19,1.03,462.54,0.00031979936249965335,0.015611619787892791
1991-05-31,1.0,1.0,1.0,0.7,90.0,60.0,32.5,20.0,10.0,389.8299865722656,3.21,1.18,466.52,0.03860497249360748,0.008604661218489127
1991-06-28,1.0,1.0,1.0,0.16,60.0,30.0,15.0,10.0,5.0,371.1600036621094,3.21,1.26,468.31,-0.04789262897479863,0.003836920174912159
1991-07-31,1.0,1.0,1.0,0.3,60.0,30.0,15.0,10.0,5.0,387.80999755859375,3.21,1.27,472.82,0.04485934295776634,0.00963037304349681
1991-08-30,1.0,1.0,1.0,0.24,60.0,30.0,15.0,10.0,5.0,395.42999267578125,3.21,1.35,479.0,0.019648784624321614,0.013070513091662805
1991-09-30,1.0,1.0,0.0,0.22,20.0,20.0,15.0,11.5,12.5,387.8599853515625,3.17,1.38,484.57,-0.019143735843086408,0.011628392484342366
1991-10-31,0.0,0.0,0.0,0.58,20.0,20.0,15.0,11.5,12.5,392.45001220703125,3.17,1.46,489.95,0.011834236654519223,0.01110262707142414
1991-11-29,0.0,0.0,0.0,0.62,20.0,20.0,15.0,11.5,12.5,375.2200012207031,3.17,1.72,494.3,-0.043903708626307,0.008878456985406721
1991-12-31,0.0,0.0,0.0,0.64,30.0,25.0,15.0,10.0,10.0,417.0899963378906,3.14,1.94,501.35,0.11158785507428137,0.014262593566659945
1992-01-31,0.0,0.0,0.0,0.24,30.0,25.0,15.0,10.0,10.0,408.7799987792969,2.94,1.98,501.04,-0.019923751783923634,-0.0006183305076294051
1992-02-28,0.0,0.0,0.0,0.02,30.0,25.0,15.0,10.0,10.0,412.70001220703125,2.94,1.96,503.08,0.00958954312696404,0.004071531215072576
1992-03-31,0.0,0.0,0.0,0.02,40.0,25.0,10.0,10.0,7.5,403.69000244140625,3.03,1.75,504.48,-0.021831862125327783,0.002782857597201308
1992-04-30,0.0,0.0,0.0,0.02,40.0,25.0,10.0,10.0,7.5,414.95001220703125,3.02,1.92,509.47,0.02789271395756039,0.009891373295274359
1992-05-29,0.0,0.0,0.0,0.1,40.0,25.0,10.0,10.0,7.5,415.3500061035156,3.02,2.05,514.76,0.0009639568254424001,0.010383339548942947
1992-06-30,0.0,0.0,0.0,0.1,5.0,10.0,10.0,10.0,10.0,408.1400146484375,3.02,2.1,521.6,-0.017358833150663815,0.01328774574559024
1992-07-31,0.0,0.0,0.0,0.08,5.0,10.0,10.0,10.0,10.0,424.2099914550781,2.97,2.28,529.03,0.03937368606330584,0.014244631901840395
1992-08-31,0.0,0.0,0.0,0.54,5.0,10.0,10.0,10.0,10.0,414.0299987792969,2.96,2.29,533.25,-0.02399753160189124,0.007976863315880059
1992-09-30,0.0,0.0,0.0,0.16,10.0,15.0,12.5,10.0,10.0,417.79998779296875,2.96,2.44,539.04,0.00910559385741879,0.010857946554149017
1992-10-30,0.0,0.0,0.0,0.02,10.0,15.0,12.5,10.0,10.0,418.67999267578125,2.96,2.38,536.32,0.0021062826915365213,-0.005046007717423408
1992-11-30,0.0,0.0,0.0,0.02,10.0,15.0,12.5,10.0,10.0,431.3500061035156,2.93,2.14,534.94,0.030261807703684137,-0.0025730906921240964
1992-12-31,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,435.7099914550781,2.84,2.01,540.48,0.01010776698706291,0.010356301641305498
1993-01-29,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,438.7799987792969,2.84,2.11,546.91,0.007045987892006532,0.011896832445233773
1993-02-26,0.0,0.0,0.0,0.1,10.0,10.0,10.0,10.0,10.0,443.3800048828125,2.84,2.02,552.46,0.010483627595407772,0.010147921961566013
1993-03-31,0.0,0.0,0.0,0.82,0.0,5.0,5.0,5.0,10.0,451.6700134277344,2.77,1.88,555.74,0.01869729905188883,0.005937081417659147
1993-04-30,0.0,0.0,0.0,0.16,0.0,5.0,5.0,5.0,10.0,440.19000244140625,2.82,2.09,559.62,-0.02541681016015664,0.006981682081548917
1993-05-28,0.0,0.0,0.0,0.08,0.0,5.0,5.0,5.0,10.0,450.19000244140625,2.82,1.89,558.95,0.02271746278774494,-0.001197240984954003
1993-06-30,0.0,0.0,0.0,0.04,5.0,8.0,10.0,15.0,15.0,450.5299987792969,2.79,1.71,563.92,0.0007552285391652532,0.008891671884783814
1993-07-30,0.0,0.0,0.0,0.0,5.0,8.0,10.0,15.0,15.0,448.1300048828125,2.79,1.66,565.8,-0.005327045708359302,0.003333806213647318
1993-08-31,0.0,0.0,0.0,0.16,5.0,8.0,10.0,15.0,15.0,463.55999755859375,2.76,1.57,571.29,0.034431956145887274,0.009703075291622499
1993-09-30,0.0,0.0,0.0,0.02,5.0,10.0,10.0,12.5,13.5,458.92999267578125,2.73,1.44,573.53,-0.009987930164805193,0.003920950830576431
1993-10-29,0.0,0.0,0.0,0.02,5.0,10.0,10.0,12.5,13.5,467.8299865722656,2.73,1.38,575.47,0.019392922751884565,0.0033825606332712407
1993-11-30,0.0,0.0,0.0,0.04,5.0,10.0,10.0,12.5,13.5,461.7900085449219,2.71,1.45,575.68,-0.012910626083629112,0.00036491910959723825
1993-12-31,0.0,0.0,0.0,0.02,0.0,5.0,10.0,10.0,10.0,466.45001220703125,2.7,1.5,578.69,0.010091174724184316,0.005228599221790065
1994-01-31,0.0,0.0,0.0,0.02,0.0,5.0,10.0,10.0,10.0,481.6099853515625,2.67,1.55,583.63,0.032500745519977774,0.008536522144844287
1994-02-28,0.0,0.0,0.0,0.04,0.0,5.0,10.0,10.0,10.0,467.1400146484375,2.69,1.44,579.85,-0.030044997286678567,-0.006476706132309807
1994-03-31,0.0,0.0,0.0,0.0,5.0,1.0,5.0,5.0,5.0,445.7699890136719,2.74,1.41,577.03,-0.04574651060635082,-0.004863326722428301
1994-04-29,0.0,0.0,0.0,0.06,5.0,1.0,5.0,5.0,5.0,450.9100036621094,2.74,1.25,574.74,0.011530643100964463,-0.003968597819870655
1994-05-31,0.0,0.0,0.0,0.02,5.0,1.0,5.0,5.0,5.0,456.5,2.84,1.15,575.65,0.012397144202814146,0.0015833246337473782
1994-06-30,0.0,0.0,0.0,0.04,0.0,5.0,10.0,10.0,15.0,444.2699890136719,2.82,1.12,577.86,-0.0267908236283201,0.0038391383653262165
1994-07-29,0.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,15.0,458.260009765625,2.82,1.08,583.49,0.03148990725890017,0.009742844287543687
1994-08-31,0.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,15.0,475.489990234375,2.78,0.98,586.04,0.03759869964992624,0.0043702548458413246
1994-09-30,1.0,1.0,1.0,0.0,5.0,5.0,10.0,15.0,15.0,462.7099914550781,2.77,1.0,585.04,-0.02687753484147469,-0.0017063681659954953
1994-10-31,1.0,1.0,1.0,0.0,5.0,5.0,10.0,15.0,15.0,472.3500061035156,2.8,0.97,586.54,0.020833815622011254,0.002563927252837413
1994-11-30,1.0,1.0,1.0,0.0,5.0,5.0,10.0,15.0,15.0,453.69000244140625,2.84,0.51,584.19,-0.03950461187888718,-0.0040065468680736335
1994-12-30,1.0,1.0,1.0,0.0,0.0,10.0,10.0,15.0,20.0,459.2699890136719,2.84,0.09,585.41,0.012299117331743003,0.002088361663157386
1995-01-31,1.0,1.0,1.0,0.12,0.0,10.0,10.0,15.0,20.0,470.4200134277344,2.83,0.15,593.72,0.024277711761677024,0.014195179446883482
1995-02-28,1.0,1.0,1.0,0.26,0.0,10.0,10.0,15.0,20.0,487.3900146484375,2.73,0.28,602.24,0.036074148072592675,0.014350198746884021
1995-03-31,1.0,1.0,1.0,0.32,0.0,5.0,10.0,11.7998,15.0,500.7099914550781,2.67,0.37,606.85,0.027329195113380698,0.007654755579171117
1995-04-28,1.0,1.0,1.0,0.26,0.0,5.0,10.0,11.7998,15.0,514.7100219726562,2.67,0.39,612.39,0.02796035780491142,0.009129109335090984
1995-05-31,1.0,1.0,1.0,0.08,0.0,5.0,10.0,11.7998,15.0,533.4000244140625,2.54,0.4,624.43,0.036311712699464684,0.019660673753653657
1995-06-30,1.0,1.0,1.0,0.08,7.5,10.0,10.0,15.0,17.5,544.75,2.48,0.39,628.28,0.02127854343164944,0.006165623048220013
1995-07-31,1.0,1.0,1.0,0.22,7.5,10.0,10.0,15.0,17.5,562.0599975585938,2.41,0.41,631.07,0.03177603957520651,0.004440695231425602
1995-08-31,1.0,1.0,1.0,0.0,7.5,10.0,10.0,15.0,17.5,561.8800048828125,2.42,0.43,633.36,-0.0003202374774278187,0.003628757507091073
1995-09-29,1.0,1.0,1.0,0.0,10.0,10.0,11.0,15.0,20.0,584.4099731445312,2.42,0.34,636.68,0.04009747288732524,0.005241884552229279
1995-10-31,1.0,1.0,1.0,0.1,10.0,10.0,11.0,15.0,20.0,581.5,2.34,0.3,642.64,-0.004979335189770248,0.009361060501350814
1995-11-30,1.0,1.0,1.0,0.04,10.0,10.0,11.0,15.0,20.0,605.3699951171875,2.3,0.4,648.6,0.04104900278106191,0.009274243744553773
1995-12-29,1.0,1.0,0.0,0.08,7.5,10.0,15.0,17.5,20.0,615.9299926757812,2.3,0.33,653.88,0.017443873405964802,0.008140610545790891
1996-01-31,0.0,0.0,0.0,0.46,7.5,10.0,15.0,17.5,20.0,636.02001953125,2.26,0.41,659.72,0.03261738686923129,0.008931302379641574
1996-02-29,0.0,0.0,0.0,0.0,7.5,10.0,15.0,17.5,20.0,640.4299926757812,2.16,0.68,657.54,0.0069337017847039195,-0.0033044321833506085
1996-03-29,0.0,0.0,0.0,0.06,22.5996,17.5,15.0,15.0,20.0,645.5,2.16,0.53,657.39,0.007916567590839628,-0.0002281230039236811
1996-04-30,0.0,0.0,0.0,0.0,22.5996,17.5,15.0,15.0,20.0,654.1699829101562,2.19,0.48,658.45,0.01343142201418474,0.0016124370617138367
1996-05-31,0.0,0.0,0.0,0.0,22.5996,17.5,15.0,15.0,20.0,669.1199951171875,2.15,0.58,660.12,0.022853405991703057,0.0025362593970688113
1996-06-28,0.0,0.0,0.0,0.0,0.5,7.5,15.0,17.5,20.0,670.6300048828125,2.15,0.53,665.11,0.0022567099722681904,0.007559231654850647
1996-07-31,0.0,0.0,0.0,0.08,0.5,7.5,15.0,17.5,20.0,639.9500122070312,2.24,0.56,668.37,-0.0457480167192077,0.004901444873780263
1996-08-30,0.0,0.0,0.0,0.0,0.5,7.5,15.0,17.5,20.0,651.989990234375,2.24,0.57,670.73,0.01881393514756068,0.0035309783503149656
1996-09-30,0.0,0.0,0.0,0.02,0.5,10.0,15.0,20.0,20.0,687.3300170898438,2.17,0.56,677.3,0.05420332732833037,0.009795297660757587
1996-10-31,0.0,0.0,0.0,0.06,0.5,10.0,15.0,20.0,20.0,705.27001953125,2.1,0.59,685.56,0.026101002422917952,0.012195482061125043
1996-11-29,0.0,0.0,0.0,0.0,0.5,10.0,15.0,20.0,20.0,757.02001953125,2.1,0.46,691.28,0.07337615178140575,0.00834354396405862
1996-12-31,0.0,0.0,0.0,0.0,5.0,10.0,15.0,15.0,20.0,740.739990234375,2.0,0.45,691.5,-0.021505414489508035,0.00031825020252289565
1997-01-31,0.0,0.0,0.0,0.02,5.0,10.0,15.0,15.0,20.0,786.1599731445312,1.95,0.53,694.95,0.06131703905412893,0.00498915401301525
1997-02-28,0.0,0.0,0.0,0.0,5.0,10.0,15.0,15.0,20.0,790.8200073242188,1.88,0.47,696.93,0.00592759023465416,0.0028491258363909696
1997-03-31,0.0,0.0,0.0,0.04,5.0,10.0,15.0,20.0,20.0,757.1199951171875,1.9,0.42,697.73,-0.04261401064074873,0.0011478914668619062
1997-04-30,0.0,0.0,0.0,0.06,5.0,10.0,15.0,20.0,20.0,801.3400268554688,1.98,0.4,704.03,0.05840557906734037,0.009029280667306773
1997-05-30,0.0,0.0,0.0,0.0,5.0,10.0,15.0,20.0,20.0,848.280029296875,1.98,0.38,709.06,0.05857688480332512,0.007144581907020969
1997-06-30,0.0,0.0,0.0,0.0,5.0,5.0,10.0,15.0,20.0,885.1400146484375,1.73,0.35,714.54,0.04345261479527594,0.00772854201336984
1997-07-31,0.0,0.0,0.0,0.0,5.0,5.0,10.0,15.0,20.0,954.3099975585938,1.64,0.25,723.5,0.07814580943742487,0.012539535925210676
1997-08-29,0.0,0.0,0.0,0.0,5.0,5.0,10.0,15.0,20.0,899.469970703125,1.64,0.3,723.76,-0.057465631708528364,0.0003593642017968084
1997-09-30,0.0,0.0,0.0,0.0,1.0,6.0,10.0,15.0,20.0,947.280029296875,1.64,0.26,729.92,0.053153590615567056,0.008511108654802653
1997-10-31,0.0,0.0,0.0,0.0,1.0,6.0,10.0,15.0,20.0,914.6199951171875,1.62,0.21,734.92,-0.03447769737522033,0.0068500657606313025
1997-11-28,0.0,0.0,0.0,0.02,1.0,6.0,10.0,15.0,20.0,955.4000244140625,1.62,0.1,735.88,0.04458685521263941,0.0013062646274424922
1997-12-31,0.0,0.0,0.0,0.02,1.0,10.0,15.0,15.0,15.0,970.4299926757812,1.61,0.03,740.95,0.01573159710869432,0.00688971027884988
1998-01-30,0.0,0.0,0.0,0.02,1.0,10.0,15.0,15.0,15.0,980.280029296875,1.61,0.05,748.47,0.01015017744240787,0.01014913286996421
1998-02-27,0.0,0.0,0.0,0.02,1.0,10.0,15.0,15.0,15.0,1049.3399658203125,1.61,0.07,749.19,0.07044919253631239,0.000961962403302774
1998-03-31,0.0,0.0,0.0,0.06,1.0,7.5,10.0,12.5,15.0,1101.75,1.45,0.05,753.25,0.04994571434122058,0.005419186054271874
1998-04-30,0.0,0.0,0.0,0.02,1.0,7.5,10.0,12.5,15.0,1111.75,1.42,0.04,757.2,0.009076469253460404,0.005243942914039224
1998-05-29,0.0,0.0,0.0,0.08,1.0,7.5,10.0,12.5,15.0,1090.8199462890625,1.42,-0.02,761.5,-0.018826223261468406,0.005678816693079707
1998-06-30,0.0,0.0,0.0,0.98,2.0,5.0,10.0,15.0,20.0,1133.8399658203125,1.44,-0.07,765.79,0.0394382406350405,0.005633617859487805
1998-07-31,0.0,0.0,0.0,0.4,2.0,5.0,10.0,15.0,20.0,1120.6700439453125,1.38,-0.04,769.78,-0.011615326917385385,0.0052103056973844125
1998-08-31,0.0,0.0,0.0,0.0,2.0,5.0,10.0,15.0,20.0,957.280029296875,1.5,0.0,776.15,-0.14579671825011392,0.008275091584608596
1998-09-30,0.0,0.0,0.0,0.04,10.0,10.0,15.0,17.5,17.5,1017.010009765625,1.58,0.06,786.45,0.06239551504341091,0.013270630677059934
1998-10-30,0.0,0.0,0.0,0.0,10.0,10.0,15.0,17.5,17.5,1098.6700439453125,1.58,0.12,787.97,0.08029422856762881,0.0019327357111068495
1998-11-30,0.0,0.0,0.0,0.08,10.0,10.0,15.0,17.5,17.5,1163.6300048828125,1.41,0.16,790.69,0.05912599628568143,0.0034519080675660587
1998-12-31,0.0,0.0,0.0,0.04,5.0,10.0,20.0,20.0,20.0,1229.22998046875,1.36,0.05,794.36,0.05637528708495616,0.004641515638239966
1999-01-29,0.0,0.0,0.0,0.08,5.0,10.0,20.0,20.0,20.0,1279.6400146484375,1.36,0.05,798.16,0.0410094408537484,0.004783725263104832
1999-02-26,0.0,0.0,0.0,0.06,5.0,10.0,20.0,20.0,20.0,1238.3299560546875,1.36,0.09,795.86,-0.03228256237759128,-0.002881627743810708
1999-03-31,0.0,0.0,0.0,0.18,0.0,5.0,10.0,15.0,27.5,1286.3699951171875,1.28,0.12,803.56,0.03879421540891678,0.009675068479380709
1999-04-30,0.0,0.0,0.0,0.06,0.0,5.0,10.0,15.0,27.5,1335.1800537109375,1.23,0.13,806.96,0.03794402759627757,0.00423117128776954
1999-05-28,0.0,0.0,0.0,0.02,0.0,5.0,10.0,15.0,27.5,1301.8399658203125,1.23,0.19,805.64,-0.024970480796175098,-0.0016357688113413924
1999-06-30,0.0,0.0,0.0,0.08,0.0,5.0,6.0,25.0,20.0,1372.7099609375,1.24,0.24,808.42,0.054438331114324834,0.003450672757062674
1999-07-30,0.0,0.0,0.0,0.04,0.0,5.0,6.0,25.0,20.0,1328.719970703125,1.24,0.18,810.22,-0.0320460923910917,0.0022265653991737815
1999-08-31,0.0,0.0,0.0,0.14,0.0,5.0,6.0,25.0,20.0,1320.4100341796875,1.25,0.19,811.27,-0.006254091687234965,0.001295944311421533
1999-09-30,0.0,0.0,0.0,0.26,0.5,5.0,20.0,15.0,16.0,1282.7099609375,1.26,0.2,817.93,-0.028551792448024596,0.008209350771013311
1999-10-29,0.0,0.0,0.0,0.0,0.5,5.0,20.0,15.0,16.0,1362.9300537109375,1.26,0.22,820.44,0.06253954145238466,0.0030687222622964127
1999-11-30,0.0,0.0,0.0,0.04,0.5,5.0,20.0,15.0,16.0,1388.9100341796875,1.2,0.12,822.97,0.019061858969220493,0.0030837111793671356
1999-12-31,0.0,0.0,0.0,0.0,0.0,16.0,10.0,13.0,15.0,1469.25,1.17,0.15,825.37,0.05784389473992286,0.0029162666925890094
2000-01-31,0.0,0.0,0.0,0.1,0.0,16.0,10.0,13.0,15.0,1394.4599609375,1.17,0.07,825.31,-0.05090354879190063,-7.269467026916307e-05
2000-02-29,0.0,0.0,0.0,0.12,0.0,16.0,10.0,13.0,15.0,1366.4200439453125,1.21,-0.21,831.35,-0.02010808325635694,0.007318462153615099
2000-03-31,0.0,0.0,0.0,0.04,0.0,5.0,10.0,15.0,15.0,1498.5799560546875,1.16,-0.47,836.28,0.09671982835364816,0.005930113670535815
2000-04-28,0.0,0.0,0.0,0.04,0.0,5.0,10.0,15.0,15.0,1452.4300537109375,1.16,-0.52,835.69,-0.030795755780191322,-0.000705505333141912
2000-05-31,1.0,1.0,1.0,0.4,0.0,5.0,10.0,15.0,15.0,1420.5999755859375,1.18,-0.46,838.35,-0.02191505060341778,0.00318299848029768
2000-06-30,1.0,1.0,1.0,0.62,0.0,5.0,10.0,15.0,15.0,1454.5999755859375,1.14,-0.43,848.33,0.02393354961587722,0.011904335897894695
2000-07-31,1.0,1.0,1.0,0.76,0.0,5.0,10.0,15.0,15.0,1430.8299560546875,1.13,-0.31,855.55,-0.01634127590417086,0.0085108389423926
2000-08-31,1.0,1.0,1.0,0.98,0.0,5.0,10.0,15.0,15.0,1517.6800537109375,1.11,-0.49,862.24,0.060699104941671016,0.007819531295657827
2000-09-29,1.0,1.0,1.0,1.26,1.0,5.0,10.0,15.0,15.0,1436.510009765625,1.11,-0.41,870.24,-0.05348297471976424,0.009278159213212098
2000-10-31,1.0,1.0,1.0,4.16,1.0,5.0,10.0,15.0,15.0,1429.4000244140625,1.17,-0.23,870.22,-0.004949485421770598,-2.2982165839287792e-05
2000-11-30,1.0,1.0,1.0,5.9,1.0,5.0,10.0,15.0,15.0,1314.949951171875,1.18,-0.23,878.77,-0.08006861010730898,0.009825101698421036
2000-12-29,1.0,1.0,1.0,10.86,0.5,9.0,15.0,16.5,20.0,1320.280029296875,1.18,-0.2,887.84,0.004053445623728773,0.010321244466697828
2001-01-31,1.0,1.0,1.0,20.8,0.5,9.0,15.0,16.5,20.0,1366.010009765625,1.21,0.05,902.29,0.03463657667616456,0.016275455036943515
2001-02-28,1.0,1.0,1.0,24.96,0.5,9.0,15.0,16.5,20.0,1239.93994140625,1.23,0.29,908.96,-0.09229073539585969,0.007392301809839489
2001-03-30,1.0,1.0,1.0,30.66,35.0,30.0,20.0,20.0,10.0,1160.3299560546875,1.23,0.46,918.33,-0.06420471080339152,0.010308484421756737
2001-04-30,1.0,1.0,1.0,34.22,35.0,30.0,20.0,20.0,10.0,1249.4599609375,1.33,0.76,920.89,0.07681436165439455,0.0027876689207582735
2001-05-31,1.0,1.0,1.0,33.78,35.0,30.0,20.0,20.0,10.0,1255.8199462890625,1.24,1.0,928.56,0.0050901874012757075,0.008328899217061711
2001-06-29,1.0,1.0,1.0,33.7,35.0,25.0,20.0,15.0,10.0,1224.3800048828125,1.24,1.13,932.5,-0.02503538942756465,0.004243129146204935
2001-07-31,1.0,1.0,1.0,32.14,35.0,25.0,20.0,15.0,10.0,1211.22998046875,1.3,1.13,946.41,-0.010740149595403684,0.01491689008042892
2001-08-31,1.0,1.0,1.0,29.08,35.0,25.0,20.0,15.0,10.0,1133.5799560546875,1.33,1.11,953.43,-0.06410840688075743,0.007417504041588721
2001-09-28,1.0,1.0,1.0,28.38,30.0,25.0,20.0,20.0,10.0,1040.93994140625,1.33,1.16,965.27,-0.08172340570563887,0.01241832121917711
2001-10-31,1.0,1.0,1.0,21.88,30.0,25.0,20.0,20.0,10.0,1059.780029296875,1.46,1.73,974.56,0.018099111333141012,0.009624250209785825
2001-11-30,1.0,1.0,1.0,16.24,30.0,25.0,20.0,20.0,10.0,1139.449951171875,1.39,1.75,972.41,0.0751759041240455,-0.002206123789197153
2001-12-31,1.0,1.0,1.0,6.24,90.0,50.0,30.0,10.0,10.0,1148.0799560546875,1.37,1.85,973.29,0.007573834088927656,0.000904968069024378
2002-01-31,1.0,1.0,1.0,2.44,90.0,50.0,30.0,10.0,10.0,1130.199951171875,1.38,1.91,974.44,-0.015573832456979858,0.001181559452989439
2002-02-28,1.0,1.0,1.0,1.44,90.0,50.0,30.0,10.0,10.0,1106.72998046875,1.43,1.75,976.15,-0.020766211039727613,0.0017548540700298865
2002-03-28,1.0,1.0,1.0,0.58,32.5,30.0,20.0,12.5,10.0,1147.3900146484375,1.43,1.63,971.97,0.03673889286207476,-0.004282128771192901
2002-04-30,1.0,1.0,1.0,0.26,32.5,30.0,20.0,12.5,10.0,1076.9200439453125,1.42,1.7,980.29,-0.06141762591921905,0.008559934977416932
2002-05-31,1.0,1.0,1.0,0.16,32.5,30.0,20.0,12.5,10.0,1067.1400146484375,1.48,1.86,988.13,-0.009081481352177009,0.007997633353395456
2002-06-28,1.0,1.0,1.0,0.18,10.0,10.0,10.0,10.0,10.0,989.8200073242188,1.48,1.87,992.98,-0.07245535380817983,0.004908261058767594
2002-07-31,1.0,1.0,1.0,0.76,10.0,10.0,10.0,10.0,10.0,911.6199951171875,1.77,1.97,997.71,-0.07900427514940762,0.004763439344196276
2002-08-30,1.0,1.0,1.0,0.5,10.0,10.0,10.0,10.0,10.0,916.0700073242188,1.77,1.94,1004.92,0.004881433306494344,0.0072265487967444674
2002-09-30,1.0,1.0,1.0,0.58,10.0,15.0,15.0,15.0,10.0,815.280029296875,1.82,1.76,1015.13,-0.11002431825242784,0.010160012737332361
2002-10-31,1.0,1.0,1.0,0.56,10.0,15.0,15.0,15.0,10.0,885.760009765625,1.86,1.85,1013.64,0.08644880033371394,-0.0014677923024637328
2002-11-29,1.0,1.0,1.0,0.3,10.0,15.0,15.0,15.0,10.0,936.3099975585938,1.86,1.98,1022.09,0.057069620704985814,0.008336292963971474
2002-12-31,1.0,1.0,1.0,0.82,30.0,22.5,15.0,10.0,10.0,879.8200073242188,1.79,2.15,1036.8,-0.0603325718850288,0.014392078975432616
2003-01-31,1.0,1.0,1.0,0.24,30.0,22.5,15.0,10.0,10.0,855.7000122070312,1.8,2.25,1042.33,-0.027414692683044594,0.005333719135802443
2003-02-28,1.0,1.0,0.0,0.76,30.0,22.5,15.0,10.0,10.0,841.1500244140625,1.93,2.18,1051.58,-0.01700360825687177,0.008874348814674816
2003-03-31,0.0,0.0,0.0,1.0,17.5,20.0,15.0,10.0,10.0,848.1799926757812,1.92,2.15,1054.72,0.008357567684332842,0.002985982997014112
2003-04-30,0.0,0.0,0.0,0.84,17.5,20.0,15.0,10.0,10.0,916.9199829101562,1.82,2.27,1063.78,0.08104410718003227,0.008589957524271793
2003-05-30,0.0,0.0,0.0,0.26,17.5,20.0,15.0,10.0,10.0,963.5900268554688,1.82,1.96,1073.52,0.050898709609522634,0.00915602850213391
2003-06-30,0.0,0.0,0.0,0.04,15.0,10.0,10.0,10.0,10.0,974.5,1.64,2.0,1077.84,0.01132221467685205,0.004024144869215232
2003-07-31,0.0,0.0,0.0,0.06,15.0,10.0,10.0,10.0,10.0,990.3099975585938,1.64,2.26,1071.69,0.016223701958536427,-0.005705856156757835
2003-08-29,0.0,0.0,0.0,0.16,15.0,10.0,10.0,10.0,10.0,1008.010009765625,1.64,2.49,1072.65,0.0178732035934879,0.000895781429331277
2003-09-30,0.0,0.0,0.0,0.0,5.0,7.5,7.5,8.5,10.0,995.969970703125,1.63,2.44,1086.65,-0.011944364585525754,0.013051787628769868
2003-10-31,0.0,0.0,0.0,0.02,5.0,7.5,7.5,8.5,10.0,1050.7099609375,1.62,2.47,1082.93,0.05496148663571674,-0.003423365389039734
2003-11-28,0.0,0.0,0.0,0.04,5.0,7.5,7.5,8.5,10.0,1058.199951171875,1.62,2.28,1083.17,0.007128504071372872,0.00022162097273139452
2003-12-31,0.0,0.0,0.0,0.26,1.0,5.0,8.0,10.0,10.0,1111.9200439453125,1.61,2.28,1092.09,0.05076554077889215,0.00823508775169165
2004-01-30,0.0,0.0,0.0,0.18,1.0,5.0,8.0,10.0,10.0,1131.1300048828125,1.61,2.32,1095.87,0.01727638695075525,0.0034612531934181
2004-02-27,0.0,0.0,0.0,0.02,1.0,5.0,8.0,10.0,10.0,1144.93994140625,1.61,2.31,1101.93,0.012208973737610505,0.005529852993512162
