,0,1
0,0.08591711214327039,0.03641202472644543
1,0.11020133105223841,0.1327516112328299
2,0.11147127768807413,0.13921107074691472
3,0.10372982343316006,0.10033527065733411
4,0.09199345373105353,0.048167834095472865
5,0.0932054090422968,0.05257987202523781
6,0.09131041645995237,0.045887912428763805
7,0.09283074272409014,0.05117113782484817
8,0.10857487433656551,0.1245166210386429
9,0.0956965354402305,0.06273279100502598
10,0.08724252144423113,0.0369759378132101
11,0.10264856371640786,0.0950386496249352
12,0.10633997722942712,0.11328617333596282
13,0.10131363565858792,0.08856999799506039
14,0.09447779903262402,0.05761433523026463
15,0.0991650203828277,0.0783683839117569
16,0.12091175069893048,0.18776815099158006
17,0.09120525628847079,0.045552119119500634
18,0.09537026386073406,0.061338231244577344
19,0.09984047572312392,0.08154294546017772
20,0.10029603848225653,0.08370183487159127
21,0.11065679306356271,0.13506552888602633
22,0.11337892352195576,0.14895480829118143
23,0.08895379043389946,0.03956620126387731
24,0.10319784637824042,0.0977235537089953
25,0.11181683607153192,0.14097267808443747
26,0.09221827958720293,0.04895317238591324
27,0.10175606985342325,0.09070434337200954
28,0.10544906094565971,0.10884280093622944
29,0.0964826868673186,0.06615647598918853
30,0.10767133493138943,0.1199631658445802
31,0.08957214679420503,0.04095454293203643
32,0.10357766240020375,0.09958714974284576
33,0.08739378347854879,0.03712368883412374
34,0.093516637886361,0.05377734737150544
35,0.10327015218555204,0.0980778973169978
36,0.10790572110479224,0.12114277164045052
37,0.10332379271513924,0.09834090180754117
38,0.11633207896548894,0.16411666545435993
39,0.11901599423473518,0.17796047076452978
40,0.09693669373591259,0.06817045640020408
41,0.09061486863610745,0.04374994234305029
42,0.11414098088785768,0.15285904812305648
43,0.11435444481103162,0.15395378275342306
44,0.10217861933101478,0.0927518242855786
45,0.11665977676793801,0.16580400602385076
46,0.09749420820352528,0.070676289808207
47,0.10105853428799652,0.0873440488179797
48,0.08704159023887253,0.0368055560281777
49,0.1012449336195444,0.08823948777791886
50,0.11443862516792105,0.15438562314787324
51,0.11984484263570502,0.18224582866716252
52,0.10372594402296009,0.10031618639593563
53,0.0967401197149552,0.06729537127951574
